YEAR,LOCATION,COMMODITY,AREA HARVESTED in ACRES,AREA PLANTED in ACRES,PRODUCTION in $,AREA LOST
2000,VIRGINIA,COTTON,"108,000","110,000","48,366,000","2,000"
2000,VIRGINIA,SOYBEANS,"480,000","490,000","80,388,000","10,000"
2000,VIRGINIA,WHEAT,"205,000","240,000","25,830,000","35,000"
2001,ALABAMA,CORN,"175,000","180,000","37,718,000","5,000"
2001,ALABAMA,COTTON,"605,000","610,000","122,323,000","5,000"
2001,ALABAMA,SOYBEANS,"135,000","140,000","21,735,000","5,000"
2001,ALABAMA,WHEAT,"70,000","170,000","8,568,000","100,000"
2001,FLORIDA,CORN,"59,000","65,000","5,090,000","6,000"
2001,FLORIDA,COTTON,"124,000","125,000","22,373,000","1,000"
2001,FLORIDA,SOYBEANS,"9,000","10,000","1,096,000","1,000"
2001,FLORIDA,WHEAT,"9,000","15,000","830,000","6,000"
2001,GEORGIA,CORN,"260,000","265,000","68,394,000","5,000"
2001,GEORGIA,COTTON,"1,480,000","1,490,000","326,074,000","10,000"
2001,GEORGIA,SOYBEANS,"155,000","165,000","17,531,000","10,000"
2001,GEORGIA,WHEAT,"200,000","300,000","21,730,000","100,000"
2001,LOUISIANA,CORN,"314,000","315,000","99,959,000","1,000"
2001,LOUISIANA,COTTON,"855,000","870,000","139,466,000","15,000"
2001,LOUISIANA,SOYBEANS,"610,000","640,000","88,371,000","30,000"
2001,LOUISIANA,WHEAT,"160,000","175,000","22,000,000","15,000"
2001,MISSISSIPPI,CORN,"398,000","400,000","99,600,000","2,000"
2001,MISSISSIPPI,COTTON,"1,600,000","1,620,000","304,771,000","20,000"
2001,MISSISSIPPI,SOYBEANS,"1,120,000","1,160,000","162,254,000","40,000"
2001,MISSISSIPPI,WHEAT,"225,000","250,000","28,665,000","25,000"
2001,NORTH CAROLINA,CORN,"697,000","700,000","184,375,000","3,000"
2001,NORTH CAROLINA,COTTON,"965,000","970,000","254,564,000","5,000"
2001,NORTH CAROLINA,SOYBEANS,"1,350,000","1,380,000","185,328,000","30,000"
2001,NORTH CAROLINA,WHEAT,"450,000","660,000","42,120,000","210,000"
2001,SOUTH CAROLINA,CORN,"255,000","260,000","57,024,000","5,000"
2001,SOUTH CAROLINA,COTTON,"296,000","300,000","64,973,000","4,000"
2001,SOUTH CAROLINA,SOYBEANS,"420,000","440,000","39,249,000","20,000"
2001,SOUTH CAROLINA,WHEAT,"210,000","220,000","20,769,000","10,000"
2001,TEXAS,CORN,"1,550,000","1,600,000","383,712,000","50,000"
2001,TEXAS,COTTON,"4,266,500","6,017,000","580,723,000","1,750,500"
2001,TEXAS,SOYBEANS,"225,000","260,000","26,910,000","35,000"
2001,TEXAS,WHEAT,"3,200,000","5,600,000","302,464,000","2,400,000"
2001,VIRGINIA,CORN,"465,000","470,000","86,863,000","5,000"
2001,VIRGINIA,COTTON,"104,000","105,000","29,084,000","1,000"
2001,VIRGINIA,SOYBEANS,"480,000","500,000","73,272,000","20,000"
2001,VIRGINIA,WHEAT,"170,000","200,000","23,358,000","30,000"
2002,ALABAMA,CORN,"195,000","200,000","43,085,000","5,000"
2002,ALABAMA,COTTON,"540,000","590,000","119,016,000","50,000"
2002,ALABAMA,SOYBEANS,"155,000","170,000","20,646,000","15,000"
2002,ALABAMA,WHEAT,"60,000","150,000","7,440,000","90,000"
2002,FLORIDA,CORN,"68,000","75,000","9,235,000","7,000"
2002,FLORIDA,COTTON,"105,000","120,000","20,275,000","15,000"
2002,FLORIDA,SOYBEANS,"9,000","10,000","1,589,000","1,000"
2002,FLORIDA,WHEAT,"7,000","19,000","588,000","12,000"
2002,GEORGIA,CORN,"330,000","340,000","86,130,000","10,000"
2002,GEORGIA,COTTON,"1,360,000","1,450,000","335,546,000","90,000"
2002,GEORGIA,SOYBEANS,"140,000","160,000","17,549,000","20,000"
2002,GEORGIA,WHEAT,"190,000","330,000","19,950,000","140,000"
2002,LOUISIANA,CORN,"550,000","580,000","156,816,000","30,000"
2002,LOUISIANA,COTTON,"495,000","520,000","156,077,000","25,000"
2002,LOUISIANA,SOYBEANS,"660,000","800,000","116,582,000","140,000"
2002,LOUISIANA,WHEAT,"220,000","230,000","26,400,000","10,000"
2002,MISSISSIPPI,CORN,"545,000","550,000","148,188,000","5,000"
2002,MISSISSIPPI,COTTON,"1,150,000","1,170,000","408,672,000","20,000"
2002,MISSISSIPPI,SOYBEANS,"1,370,000","1,440,000","241,997,000","70,000"
2002,MISSISSIPPI,WHEAT,"180,000","230,000","19,440,000","50,000"
2002,NORTH CAROLINA,CORN,"755,000","780,000","163,112,000","25,000"
2002,NORTH CAROLINA,COTTON,"920,000","940,000","163,263,000","20,000"
2002,NORTH CAROLINA,SOYBEANS,"1,290,000","1,370,000","174,305,000","80,000"
2002,NORTH CAROLINA,WHEAT,"430,000","600,000","49,665,000","170,000"
2002,SOUTH CAROLINA,CORN,"275,000","320,000","32,994,000","45,000"
2002,SOUTH CAROLINA,COTTON,"200,000","290,000","25,781,000","90,000"
2002,SOUTH CAROLINA,SOYBEANS,"415,000","435,000","39,508,000","20,000"
2002,SOUTH CAROLINA,WHEAT,"170,000","200,000","16,354,000","30,000"
2002,TEXAS,CORN,"1,920,000","2,050,000","519,834,000","130,000"
2002,TEXAS,COTTON,"4,518,300","5,618,500","967,680,000","1,100,200"
2002,TEXAS,SOYBEANS,"205,000","230,000","29,274,000","25,000"
2002,TEXAS,WHEAT,"2,700,000","6,400,000","236,466,000","3,700,000"
2002,VIRGINIA,CORN,"480,000","500,000","60,333,000","20,000"
2002,VIRGINIA,COTTON,"98,000","100,000","18,924,000","2,000"
2002,VIRGINIA,SOYBEANS,"460,000","490,000","58,613,000","30,000"
2002,VIRGINIA,WHEAT,"170,000","230,000","29,243,000","60,000"
2003,ALABAMA,CORN,"210,000","220,000","54,705,000","10,000"
2003,ALABAMA,COTTON,"510,000","525,000","234,586,000","15,000"
2003,ALABAMA,SOYBEANS,"160,000","170,000","41,760,000","10,000"
2003,ALABAMA,WHEAT,"75,000","150,000","9,840,000","75,000"
2003,FLORIDA,CORN,"67,000","75,000","8,155,000","8,000"
2003,FLORIDA,COTTON,"92,000","94,000","36,785,000","2,000"
2003,FLORIDA,SOYBEANS,"12,000","13,000","2,484,000","1,000"
2003,FLORIDA,WHEAT,"12,000","20,000","1,476,000","8,000"
2003,GEORGIA,CORN,"335,000","340,000","89,523,000","5,000"
2003,GEORGIA,COTTON,"1,290,000","1,300,000","619,834,000","10,000"
2003,GEORGIA,SOYBEANS,"180,000","190,000","45,716,000","10,000"
2003,GEORGIA,WHEAT,"230,000","380,000","32,269,000","150,000"
2003,LOUISIANA,CORN,"510,000","520,000","160,800,000","10,000"
2003,LOUISIANA,COTTON,"510,000","525,000","300,213,000","15,000"
2003,LOUISIANA,SOYBEANS,"740,000","760,000","171,088,000","20,000"
2003,LOUISIANA,WHEAT,"140,000","155,000","18,942,000","15,000"
2003,MISSISSIPPI,CORN,"540,000","550,000","160,717,000","10,000"
2003,MISSISSIPPI,COTTON,"1,090,000","1,110,000","614,630,000","20,000"
2003,MISSISSIPPI,SOYBEANS,"1,430,000","1,440,000","368,640,000","10,000"
2003,MISSISSIPPI,WHEAT,"125,000","150,000","20,458,000","25,000"
2003,NORTH CAROLINA,CORN,"735,000","740,000","193,174,000","5,000"
2003,NORTH CAROLINA,COTTON,"770,000","810,000","322,051,000","40,000"
2003,NORTH CAROLINA,SOYBEANS,"1,400,000","1,450,000","306,180,000","50,000"
2003,NORTH CAROLINA,WHEAT,"410,000","530,000","42,066,000","120,000"
2003,SOUTH CAROLINA,CORN,"222,000","240,000","60,953,000","18,000"
2003,SOUTH CAROLINA,COTTON,"218,000","220,000","97,487,000","2,000"
2003,SOUTH CAROLINA,SOYBEANS,"420,000","430,000","89,376,000","10,000"
2003,SOUTH CAROLINA,WHEAT,"185,000","200,000","21,645,000","15,000"
2003,TEXAS,CORN,"1,770,000","1,830,000","504,273,000","60,000"
2003,TEXAS,COTTON,"4,370,000","5,620,000","1,199,237,000","1,250,000"
2003,TEXAS,SOYBEANS,"185,000","200,000","37,555,000","15,000"
2003,TEXAS,WHEAT,"3,450,000","6,600,000","295,596,000","3,150,000"
2003,VIRGINIA,CORN,"465,000","470,000","97,532,000","5,000"
2003,VIRGINIA,COTTON,"85,000","89,000","36,680,000","4,000"
2003,VIRGINIA,SOYBEANS,"480,000","500,000","125,174,000","20,000"
2003,VIRGINIA,WHEAT,"160,000","210,000","21,933,000","50,000"
2004,ALABAMA,CORN,"205,000","220,000","59,483,000","15,000"
2004,ALABAMA,COTTON,"540,000","550,000","158,632,000","10,000"
2004,ALABAMA,SOYBEANS,"190,000","210,000","41,563,000","20,000"
2004,ALABAMA,WHEAT,"60,000","120,000","10,224,000","60,000"
2004,FLORIDA,CORN,"65,000","70,000","6,624,000","5,000"
2004,FLORIDA,COTTON,"87,000","89,000","24,276,000","2,000"
2004,FLORIDA,SOYBEANS,"17,000","19,000","3,237,000","2,000"
2004,FLORIDA,WHEAT,"15,000","18,000","2,329,000","3,000"
2004,GEORGIA,CORN,"325,000","335,000","78,848,000","10,000"
2004,GEORGIA,COTTON,"1,280,000","1,290,000","369,176,000","10,000"
2004,GEORGIA,SOYBEANS,"270,000","280,000","47,709,000","10,000"
2004,GEORGIA,WHEAT,"190,000","330,000","29,498,000","140,000"
2004,LOUISIANA,CORN,"415,000","420,000","135,608,000","5,000"
2004,LOUISIANA,COTTON,"490,000","500,000","175,867,000","10,000"
2004,LOUISIANA,SOYBEANS,"990,000","1,100,000","205,494,000","110,000"
2004,LOUISIANA,WHEAT,"165,000","180,000","28,050,000","15,000"
2004,MISSISSIPPI,CORN,"455,000","460,000","142,204,000","5,000"
2004,MISSISSIPPI,COTTON,"1,100,000","1,110,000","461,693,000","10,000"
2004,MISSISSIPPI,SOYBEANS,"1,640,000","1,670,000","381,300,000","30,000"
2004,MISSISSIPPI,WHEAT,"135,000","160,000","24,112,000","25,000"
2004,NORTH CAROLINA,CORN,"815,000","820,000","211,255,000","5,000"
2004,NORTH CAROLINA,COTTON,"725,000","730,000","285,274,000","5,000"
2004,NORTH CAROLINA,SOYBEANS,"1,500,000","1,530,000","283,560,000","30,000"
2004,NORTH CAROLINA,WHEAT,"460,000","600,000","71,300,000","140,000"
2004,SOUTH CAROLINA,CORN,"307,000","315,000","67,850,000","8,000"
2004,SOUTH CAROLINA,COTTON,"214,000","215,000","80,496,000","1,000"
2004,SOUTH CAROLINA,SOYBEANS,"530,000","540,000","80,136,000","10,000"
2004,SOUTH CAROLINA,WHEAT,"180,000","190,000","25,344,000","10,000"
2004,TEXAS,CORN,"1,790,000","1,830,000","607,152,000","40,000"
2004,TEXAS,COTTON,"5,370,500","5,871,000","1,493,510,000","500,500"
2004,TEXAS,SOYBEANS,"270,000","290,000","50,544,000","20,000"
2004,TEXAS,WHEAT,"3,500,000","6,300,000","362,390,000","2,800,000"
2004,VIRGINIA,CORN,"495,000","500,000","113,274,000","5,000"
2004,VIRGINIA,COTTON,"81,000","82,000","29,439,000","1,000"
2004,VIRGINIA,SOYBEANS,"530,000","540,000","109,964,000","10,000"
2004,VIRGINIA,WHEAT,"180,000","210,000","29,205,000","30,000"
2005,ALABAMA,CORN,"215,000","220,000","59,500,000","5,000"
2005,ALABAMA,COTTON,"545,000","550,000","198,228,000","5,000"
2005,ALABAMA,SOYBEANS,"145,000","150,000","28,471,000","5,000"
2005,ALABAMA,WHEAT,"45,000","100,000","6,975,000","55,000"
2005,FLORIDA,CORN,"56,000","65,000","5,264,000","9,000"
2005,FLORIDA,COTTON,"85,000","86,000","31,104,000","1,000"
2005,FLORIDA,SOYBEANS,"8,000","9,000","1,382,000","1,000"
2005,FLORIDA,WHEAT,"8,000","18,000","1,116,000","10,000"
2005,GEORGIA,CORN,"265,000","270,000","64,768,000","5,000"
2005,GEORGIA,COTTON,"1,210,000","1,220,000","501,274,000","10,000"
2005,GEORGIA,SOYBEANS,"175,000","180,000","25,025,000","5,000"
2005,GEORGIA,WHEAT,"140,000","280,000","22,204,000","140,000"
2005,LOUISIANA,CORN,"335,000","340,000","100,980,000","5,000"
2005,LOUISIANA,COTTON,"600,000","610,000","247,709,000","10,000"
2005,LOUISIANA,SOYBEANS,"850,000","880,000","172,533,000","30,000"
2005,LOUISIANA,WHEAT,"100,000","110,000","15,360,000","10,000"
2005,MISSISSIPPI,CORN,"375,000","380,000","102,098,000","5,000"
2005,MISSISSIPPI,COTTON,"1,200,000","1,210,000","475,088,000","10,000"
2005,MISSISSIPPI,SOYBEANS,"1,590,000","1,610,000","343,567,000","20,000"
2005,MISSISSIPPI,WHEAT,"65,000","70,000","10,725,000","5,000"
2005,NORTH CAROLINA,CORN,"745,000","750,000","195,720,000","5,000"
2005,NORTH CAROLINA,COTTON,"810,000","815,000","315,910,000","5,000"
2005,NORTH CAROLINA,SOYBEANS,"1,460,000","1,490,000","222,329,000","30,000"
2005,NORTH CAROLINA,WHEAT,"435,000","560,000","76,121,000","125,000"
2005,SOUTH CAROLINA,CORN,"297,000","300,000","71,153,000","3,000"
2005,SOUTH CAROLINA,COTTON,"265,000","266,000","96,432,000","1,000"
2005,SOUTH CAROLINA,SOYBEANS,"420,000","430,000","47,786,000","10,000"
2005,SOUTH CAROLINA,WHEAT,"165,000","170,000","23,562,000","5,000"
2005,TEXAS,CORN,"1,980,000","2,050,000","520,923,000","70,000"
2005,TEXAS,COTTON,"5,624,000","5,974,800","1,879,757,000","350,800"
2005,TEXAS,SOYBEANS,"230,000","260,000","32,591,000","30,000"
2005,TEXAS,WHEAT,"3,000,000","5,500,000","330,240,000","2,500,000"
2005,VIRGINIA,CORN,"485,000","490,000","90,907,000","5,000"
2005,VIRGINIA,COTTON,"92,000","93,000","39,967,000","1,000"
2005,VIRGINIA,SOYBEANS,"510,000","530,000","86,019,000","20,000"
2005,VIRGINIA,WHEAT,"160,000","180,000","29,333,000","20,000"
2006,ALABAMA,CORN,"175,000","200,000","34,571,000","25,000"
2006,ALABAMA,COTTON,"560,000","575,000","144,504,000","15,000"
2006,ALABAMA,SOYBEANS,"150,000","160,000","20,550,000","10,000"
2006,ALABAMA,WHEAT,"45,000","100,000","10,132,000","55,000"
2006,FLORIDA,CORN,"57,000","60,000","6,888,000","3,000"
2006,FLORIDA,COTTON,"101,000","103,000","36,812,000","2,000"
2006,FLORIDA,SOYBEANS,"5,000","7,000","844,000","2,000"
2006,FLORIDA,WHEAT,"5,000","8,000","662,000","3,000"
2006,GEORGIA,CORN,"265,000","280,000","74,250,000","15,000"
2006,GEORGIA,COTTON,"1,370,000","1,400,000","526,550,000","30,000"
2006,GEORGIA,SOYBEANS,"140,000","155,000","23,975,000","15,000"
2006,GEORGIA,WHEAT,"120,000","230,000","21,756,000","110,000"
2006,LOUISIANA,CORN,"295,000","300,000","113,680,000","5,000"
2006,LOUISIANA,COTTON,"630,000","635,000","274,608,000","5,000"
2006,LOUISIANA,SOYBEANS,"840,000","870,000","179,626,000","30,000"
2006,LOUISIANA,WHEAT,"105,000","115,000","20,034,000","10,000"
2006,MISSISSIPPI,CORN,"335,000","340,000","98,761,000","5,000"
2006,MISSISSIPPI,COTTON,"1,220,000","1,230,000","455,112,000","10,000"
2006,MISSISSIPPI,SOYBEANS,"1,650,000","1,670,000","267,267,000","20,000"
2006,MISSISSIPPI,WHEAT,"73,000","85,000","15,161,000","12,000"
2006,NORTH CAROLINA,CORN,"785,000","790,000","295,970,000","5,000"
2006,NORTH CAROLINA,COTTON,"865,000","870,000","282,494,000","5,000"
2006,NORTH CAROLINA,SOYBEANS,"1,360,000","1,370,000","276,352,000","10,000"
2006,NORTH CAROLINA,WHEAT,"420,000","560,000","80,783,000","140,000"
2006,SOUTH CAROLINA,CORN,"304,000","310,000","95,062,000","6,000"
2006,SOUTH CAROLINA,COTTON,"298,000","300,000","99,763,000","2,000"
2006,SOUTH CAROLINA,SOYBEANS,"390,000","400,000","76,908,000","10,000"
2006,SOUTH CAROLINA,WHEAT,"123,000","130,000","18,758,000","7,000"
2006,TEXAS,CORN,"1,610,000","1,760,000","561,440,000","150,000"
2006,TEXAS,COTTON,"4,130,000","6,431,000","1,288,992,000","2,301,000"
2006,TEXAS,SOYBEANS,"155,000","225,000","20,088,000","70,000"
2006,TEXAS,WHEAT,"1,400,000","5,550,000","150,192,000","4,150,000"
2006,VIRGINIA,CORN,"475,000","480,000","127,098,000","5,000"
2006,VIRGINIA,COTTON,"104,000","105,000","32,075,000","1,000"
2006,VIRGINIA,SOYBEANS,"510,000","520,000","103,397,000","10,000"
2006,VIRGINIA,WHEAT,"155,000","190,000","34,150,000","35,000"
2007,ALABAMA,CORN,"290,000","340,000","99,154,000","50,000"
2007,ALABAMA,COTTON,"385,000","400,000","119,209,000","15,000"
2007,ALABAMA,SOYBEANS,"185,000","190,000","44,289,000","5,000"
2007,ALABAMA,WHEAT,"76,000","120,000","16,918,000","44,000"
2007,FLORIDA,CORN,"65,000","70,000","12,600,000","5,000"
2007,FLORIDA,COTTON,"81,000","85,000","32,294,000","4,000"
2007,FLORIDA,SOYBEANS,"12,000","14,000","2,563,000","2,000"
2007,FLORIDA,WHEAT,"9,000","13,000","1,980,000","4,000"
2007,GEORGIA,CORN,"490,000","510,000","257,175,000","20,000"
2007,GEORGIA,COTTON,"995,000","1,030,000","474,893,000","35,000"
2007,GEORGIA,SOYBEANS,"285,000","295,000","101,745,000","10,000"
2007,GEORGIA,WHEAT,"230,000","360,000","59,800,000","130,000"
2007,LOUISIANA,CORN,"735,000","740,000","452,162,000","5,000"
2007,LOUISIANA,COTTON,"330,000","335,000","191,246,000","5,000"
2007,LOUISIANA,SOYBEANS,"600,000","615,000","217,494,000","15,000"
2007,LOUISIANA,WHEAT,"220,000","235,000","61,776,000","15,000"
2007,MISSISSIPPI,CORN,"925,000","930,000","495,622,000","5,000"
2007,MISSISSIPPI,COTTON,"655,000","660,000","364,401,000","5,000"
2007,MISSISSIPPI,SOYBEANS,"1,440,000","1,460,000","487,555,000","20,000"
2007,MISSISSIPPI,WHEAT,"330,000","370,000","79,464,000","40,000"
2007,NORTH CAROLINA,CORN,"1,070,000","1,090,000","404,000,000","20,000"
2007,NORTH CAROLINA,COTTON,"490,000","500,000","209,719,000","10,000"
2007,NORTH CAROLINA,SOYBEANS,"1,380,000","1,440,000","306,636,000","60,000"
2007,NORTH CAROLINA,WHEAT,"500,000","630,000","98,000,000","130,000"
2007,SOUTH CAROLINA,CORN,"382,000","400,000","139,253,000","18,000"
2007,SOUTH CAROLINA,COTTON,"158,000","180,000","44,544,000","22,000"
2007,SOUTH CAROLINA,SOYBEANS,"440,000","460,000","88,726,000","20,000"
2007,SOUTH CAROLINA,WHEAT,"135,000","160,000","18,428,000","25,000"
2007,TEXAS,CORN,"2,120,000","2,150,000","1,268,286,000","30,000"
2007,TEXAS,COTTON,"4,724,000","4,925,000","2,391,840,000","201,000"
2007,TEXAS,SOYBEANS,"92,000","95,000","35,880,000","3,000"
2007,TEXAS,WHEAT,"3,800,000","6,200,000","899,840,000","2,400,000"
2007,VIRGINIA,CORN,"535,000","540,000","152,904,000","5,000"
2007,VIRGINIA,COTTON,"59,000","60,000","27,244,000","1,000"
2007,VIRGINIA,SOYBEANS,"500,000","510,000","156,750,000","10,000"
2007,VIRGINIA,WHEAT,"205,000","230,000","75,834,000","25,000"
2008,ALABAMA,CORN,"245,000","260,000","128,554,000","15,000"
2008,ALABAMA,COTTON,"286,000","290,000","101,079,000","4,000"
2008,ALABAMA,SOYBEANS,"350,000","360,000","126,175,000","10,000"
2008,ALABAMA,WHEAT,"210,000","265,000","88,715,000","55,000"
2008,FLORIDA,CORN,"65,000","70,000","17,325,000","5,000"
2008,FLORIDA,COTTON,"65,000","67,000","29,998,000","2,000"
2008,FLORIDA,SOYBEANS,"29,000","32,000","9,367,000","3,000"
2008,FLORIDA,WHEAT,"23,000","25,000","6,831,000","2,000"
2008,GEORGIA,CORN,"355,000","370,000","195,300,000","15,000"
2008,GEORGIA,COTTON,"920,000","940,000","394,752,000","20,000"
2008,GEORGIA,SOYBEANS,"415,000","430,000","122,218,000","15,000"
2008,GEORGIA,WHEAT,"410,000","490,000","134,173,000","80,000"
2008,LOUISIANA,CORN,"515,000","520,000","326,808,000","5,000"
2008,LOUISIANA,COTTON,"234,000","300,000","70,677,000","66,000"
2008,LOUISIANA,SOYBEANS,"950,000","1,050,000","298,452,000","100,000"
2008,LOUISIANA,WHEAT,"385,000","400,000","120,698,000","15,000"
2008,MISSISSIPPI,CORN,"715,000","720,000","453,740,000","5,000"
2008,MISSISSIPPI,COTTON,"360,000","365,000","157,691,000","5,000"
2008,MISSISSIPPI,SOYBEANS,"1,960,000","2,000,000","728,336,000","40,000"
2008,MISSISSIPPI,WHEAT,"500,000","520,000","166,160,000","20,000"
2008,NORTH CAROLINA,CORN,"885,000","900,000","317,873,000","15,000"
2008,NORTH CAROLINA,COTTON,"428,000","430,000","167,429,000","2,000"
2008,NORTH CAROLINA,SOYBEANS,"1,670,000","1,690,000","514,176,000","20,000"
2008,NORTH CAROLINA,WHEAT,"740,000","850,000","258,408,000","110,000"
2008,SOUTH CAROLINA,CORN,"343,000","355,000","91,089,000","12,000"
2008,SOUTH CAROLINA,COTTON,"134,000","135,000","57,859,000","1,000"
2008,SOUTH CAROLINA,SOYBEANS,"530,000","540,000","152,640,000","10,000"
2008,SOUTH CAROLINA,WHEAT,"215,000","230,000","69,080,000","15,000"
2008,TEXAS,CORN,"2,210,000","2,300,000","1,154,583,000","90,000"
2008,TEXAS,COTTON,"3,265,000","5,015,600","937,670,000","1,750,600"
2008,TEXAS,SOYBEANS,"205,000","230,000","46,463,000","25,000"
2008,TEXAS,WHEAT,"3,300,000","5,800,000","750,420,000","2,500,000"
2008,VIRGINIA,CORN,"465,000","470,000","165,607,000","5,000"
2008,VIRGINIA,COTTON,"60,000","61,000","25,606,000","1,000"
2008,VIRGINIA,SOYBEANS,"570,000","580,000","165,984,000","10,000"
2008,VIRGINIA,WHEAT,"290,000","320,000","121,069,000","30,000"
2009,ALABAMA,CORN,"259,000","280,000","105,030,000","21,000"
2009,ALABAMA,COTTON,"248,000","255,000","107,853,000","7,000"
2009,ALABAMA,SOYBEANS,"430,000","440,000","172,000,000","10,000"
2009,ALABAMA,WHEAT,"160,000","220,000","36,720,000","60,000"
2009,FLORIDA,CORN,"67,000","70,000","14,356,000","3,000"
2009,FLORIDA,COTTON,"78,000","82,000","37,957,000","4,000"
2009,FLORIDA,SOYBEANS,"34,000","37,000","12,274,000","3,000"
2009,FLORIDA,WHEAT,"14,000","17,000","2,649,000","3,000"
2009,GEORGIA,CORN,"400,000","420,000","212,380,000","20,000"
2009,GEORGIA,COTTON,"990,000","1,000,000","606,211,000","10,000"
2009,GEORGIA,SOYBEANS,"440,000","470,000","155,232,000","30,000"
2009,GEORGIA,WHEAT,"245,000","335,000","44,247,000","90,000"
2009,LOUISIANA,CORN,"613,000","630,000","285,846,000","17,000"
2009,LOUISIANA,COTTON,"225,000","230,000","105,203,000","5,000"
2009,LOUISIANA,SOYBEANS,"940,000","1,020,000","354,136,000","80,000"
2009,LOUISIANA,WHEAT,"170,000","185,000","44,744,000","15,000"
2009,MISSISSIPPI,CORN,"705,000","730,000","330,931,000","25,000"
2009,MISSISSIPPI,COTTON,"295,000","305,000","129,847,000","10,000"
2009,MISSISSIPPI,SOYBEANS,"2,030,000","2,160,000","712,774,000","130,000"
2009,MISSISSIPPI,WHEAT,"150,000","165,000","33,750,000","15,000"
2009,NORTH CAROLINA,CORN,"855,000","870,000","365,040,000","15,000"
2009,NORTH CAROLINA,COTTON,"370,000","375,000","235,859,000","5,000"
2009,NORTH CAROLINA,SOYBEANS,"1,750,000","1,800,000","570,605,000","50,000"
2009,NORTH CAROLINA,WHEAT,"575,000","660,000","126,224,000","85,000"
2009,SOUTH CAROLINA,CORN,"330,000","335,000","137,107,000","5,000"
2009,SOUTH CAROLINA,COTTON,"114,000","115,000","64,584,000","1,000"
2009,SOUTH CAROLINA,SOYBEANS,"565,000","590,000","131,509,000","25,000"
2009,SOUTH CAROLINA,WHEAT,"160,000","175,000","31,960,000","15,000"
2009,TEXAS,CORN,"2,100,000","2,350,000","974,590,000","250,000"
2009,TEXAS,COTTON,"3,517,800","5,018,000","1,328,342,000","1,500,200"
2009,TEXAS,SOYBEANS,"190,000","215,000","44,816,000","25,000"
2009,TEXAS,WHEAT,"2,450,000","6,400,000","322,788,000","3,950,000"
2009,VIRGINIA,CORN,"465,000","480,000","158,222,000","15,000"
2009,VIRGINIA,COTTON,"63,000","64,000","35,796,000","1,000"
2009,VIRGINIA,SOYBEANS,"570,000","580,000","198,246,000","10,000"
2009,VIRGINIA,WHEAT,"220,000","260,000","51,933,000","40,000"
2010,ALABAMA,CORN,"259,000","270,000","145,763,000","11,000"
2010,ALABAMA,COTTON,"338,000","340,000","199,526,000","2,000"
2010,ALABAMA,SOYBEANS,"345,000","350,000","99,567,000","5,000"
2010,ALABAMA,WHEAT,"80,000","110,000","22,000,000","30,000"
